consent,encountered_fakenews1,fakenews_pctg1,certainty_nofakenews1,respondent_stories_1,respondent_stories_2,respondent_stories_3,respondent_stories_4,respondent_stories_5,respondent_stories_6,respondent_stories_7,respondent_stories_8,respondent_stories_9,respondent_stories_10,detecting_fakenews1,fakenews_trend1,socmed_use,tf_adv,tf_pdf,tf_spy,tf_wiki,tf_cache,tf_phishing,tie_senate,filibuster,presidential_terms,electoral_college,presvote2020,gender4,gender4_other,birthyr,age,age4,race,race_other,hispanic,hispanic_origin_1,hispanic_origin_2,hispanic_origin_3,hispanic_origin_4,race4,educ,educ4,inputstate,region,newsint,sourcenews_new,votereg,turnout16,presvote16post,presvote16post_t,pid3,pid3_other,pid7,ideo5,intuse,conf02,conf05,conf07,conf08,conf10,conf11,conf12,starttime,endtime,weight,caseid,encountered_fakenews1_post,fakenews_pctg1_post,certainty_nofakenews1_post,respondent_stories_1_post,respondent_stories_2_post,respondent_stories_3_post,respondent_stories_4_post,respondent_stories_5_post,respondent_stories_6_post,respondent_stories_7_post,respondent_stories_8_post,respondent_stories_9_post,respondent_stories_10_post,detecting_fakenews1_post,fakenews_trend1_post,socmed_use_post,presvote20post,presvote20post_t,election_behaviors_1,election_behaviors_2,election_behaviors_3,election_behaviors_4,election_behaviors_5,election_behaviors_6,election_behaviors_7,election_behaviors_8,election_behaviors_9,election_behaviors_10,election_behaviors_11,election_behaviors_12,election_behaviors_13,election_behaviors_14,election_behaviors_15,election_behaviors_16,election_behaviors_17,election_behaviors_oth,won_election,covid_positive,covid_month,covid_date,self_isolation,starttime_post,endtime_post,weight_post,presvote20combined,race4_black,race4_hispanic,race4_other,race4_white,gender4_female,gender4_male,gender4_other_2,gender4_prefer_not_to_say,ideo5_conservative,ideo5_liberal,ideo5_moderate,ideo5_not_sure,ideo5_very_conservative,ideo5_very_liberal,age4_30_44,age4_45_64,age4_65,age4_under_30,educ_factor,education,college,trump_support,female,non_white,knowledge,political_interest,untrustworthy_n,total_n,untrustworthy_flag,percentage_of_total,untrustworthy_ng_n,untrustworthy_ng_flag,percentage_of_total_ng,grinberg_n,grinberg_flag,grinberg_percentage_of_total,untrustworthy_conservative_n,untrustworthy_liberal_n,untrustworthy_conservative_flag,untrustworthy_liberal_flag,hard_news_n,hard_news_flag,hard_news_bin,hard_news_conservative_n,hard_news_liberal_n,hard_news_conservative_flag,hard_news_liberal_flag,fact_check_n,fact_check_flag,mean_ideology,ideology_bin,hard_news_bin_all,total_n_bin_all,untrustworthy_conservative_percentage_info_diet,untrustworthy_liberal_percentage_info_diet,untrustworthy_all_percentage_info_diet,biden_support,age_18_29,age_30_44,age_45_64,age_65_plus,democrat,republican,ai_untrustworthy_flag,ai_untrustworthy_n,untrustworthy_flag_pre,untrustworthy_flag_post,untrustworthy_n_pre,untrustworthy_n_post
I consent,Not very much,13,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,1–2 hours per day,3  Some,4  Good,1  None,3  Some,2  Little,2  Little,The vice president,51,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1949,71,65+,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Washington,West,Most of the time,A news app on a mobile or tablet device,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Liberal,Several times a day,Quite a lot,Quite a lot,None at all,None at all,Very little,Some,Some,2020-09-22T19:27:13Z,2020-09-22T19:59:12Z,0.313399425515412,1225957655,A fair amount,15,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,"Put up a sign in my window saying I Will Vote, Posted on Facebook, I Will Vote!",Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T23:42:30Z,2020-12-05T00:31:40Z,0.5492,Joe Biden,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,1,0,2,4,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,-0.5469,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
I consent,Not very much,8,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much less fake news today,Less than 10 minutes per day,5  Full,5  Full,5  Full,5  Full,5  Full,5  Full,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1953,67,65+,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Pennsylvania,Northeast,Most of the time,Don't know,Yes,Yes,Other,__NA__,Independent,__NA__,Independent,Conservative,Several times a day,A great deal,A great deal,None at all,Very little,Quite a lot,Very little,Some,2020-09-22T19:17:55Z,2020-09-22T20:02:35Z,0.157957049022586,1225232791,Not very much,12,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,Yes,November,2020-11-12,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T20:03:37Z,2020-12-04T20:40:06Z,0.2445,Joe Biden,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,4,4,1,4025,1,2.484472049689441e-4,1,1,2.484472049689441e-4,0,0,0,1,0,1,0,187,1,2,29,0,1,0,0,0,0.0048139344262295,8,2,2,0.0053475935828877,0,0.0053475935828877,1,0,0,0,1,0,0,0,0,1,0,1,0
I consent,A great deal,75,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,1–2 hours per day,5  Full,5  Full,3  Some,5  Full,3  Some,4  Good,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1961,59,45-64,White,__NA__,No,NA,NA,NA,NA,White,High school graduate,HS or less,Oregon,West,Most of the time,A news website not associated with a newspaper,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Liberal,Several times a day,Quite a lot,A great deal,None at all,Very little,Some,Quite a lot,Quite a lot,2020-09-22T19:51:23Z,2020-09-22T20:07:03Z,0.474350032248884,1224906381,Not very much,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,10–30 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T15:41:58Z,2020-12-04T15:48:27Z,1.3356,Joe Biden,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,3,4,0,6551,0,0,0,0,0,0,0,0,0,0,0,0,183,1,2,0,20,0,1,0,0,-0.3261942196531792,2,2,2,0,0,0,1,0,0,1,0,1,0,0,0,1,1,9,11
I consent,Not very much,10,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,10–30 minutes per day,3  Some,4  Good,3  Some,1  None,2  Little,2  Little,The Senate majority leader,51,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1970,50,45-64,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Pennsylvania,Northeast,Some of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Liberal,Several times a day,Quite a lot,Quite a lot,None at all,Very little,Some,Some,Some,2020-09-22T19:53:34Z,2020-09-22T20:08:51Z,1.10845282283295,1225748851,I have not encountered any fake news,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely able,There is about the same amount of fake news today,10–30 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-01T19:48:04Z,2020-12-01T19:53:21Z,0.5243,Joe Biden,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,1,0,1,0,1,3,0,10724,0,0,0,0,0,0,0,0,0,0,0,0,81,1,2,0,0,0,0,0,0,0.010309375,8,2,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
I consent,A fair amount,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is about the same amount of fake news today,Less than 10 minutes per day,3  Some,3  Some,2  Little,4  Good,3  Some,2  Little,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Another candidate,Male,__NA__,1962,58,45-64,Two or more races,__NA__,No,NA,NA,NA,NA,Other,Some college,Some college,Washington,West,Hardly at all,Television,Yes,Yes,Gary Johnson,__NA__,Independent,__NA__,Independent,Moderate,Several times a day,Quite a lot,Some,Very little,Very little,Some,Some,Some,2020-09-22T20:04:39Z,2020-09-22T20:10:25Z,3.04132680376987,1225824005,Not very much,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is about the same amount of fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-02T19:51:01Z,2020-12-02T19:55:25Z,0.8094,Joe Biden,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,1,3,1,0,283,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,NA,NA,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
I consent,A fair amount,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,Less than 10 minutes per day,4  Good,2  Little,3  Some,1  None,3  Some,2  Little,The Senate majority leader,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1977,43,30-44,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Texas,South,Hardly at all,Talking to other (informed) people,Yes,No,Did not vote for President,__NA__,Republican,__NA__,Strong Republican,Conservative,Several times a day,A great deal,A great deal,A great deal,Quite a lot,Quite a lot,Some,Quite a lot,2020-09-22T20:01:15Z,2020-09-22T20:11:53Z,0.924831286386206,1224468141,Not very much,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely able,There is somewhat more fake news today,Less than 10 minutes per day,Did not vote for President,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,None,I'm still not sure,Yes,November,2020-11-27,All of the time. I am staying at home nearly all the time.,2020-12-05T02:49:14Z,2020-12-05T02:58:17Z,5.7484,Did not vote for President,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,1,0,1,0,2,1,0,722,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,NA,NA,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
I consent,I have not encountered any fake news,0,Moderately sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,4  Good,4  Good,4  Good,2  Little,3  Some,3  Some,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1958,62,45-64,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,Michigan,Midwest,Most of the time,Television,Yes,No,Did not vote for President,__NA__,Democrat,__NA__,Strong Democrat,Liberal,Several times a day,Quite a lot,A great deal,None at all,Very little,Quite a lot,Some,Quite a lot,2020-09-22T20:13:30Z,2020-09-22T20:20:48Z,0.102586250700567,1225450375,I have not encountered any fake news,0,Very sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T18:55:36Z,2020-12-04T18:59:48Z,0.1006,Joe Biden,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,4,4,0,28491,0,0,0,0,0,0,0,0,0,0,0,0,213,1,3,0,0,0,0,0,0,0.02759473684210526,8,3,3,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0
I consent,A fair amount,61,NA,selected,selected,selected,selected,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,More than 3 hours per day,4  Good,4  Good,4  Good,4  Good,1  None,4  Good,The Senate parliamentarian,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1959,61,45-64,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Tennessee,South,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Very liberal,Several times a day,Very little,Very little,None at all,Quite a lot,Quite a lot,None at all,Quite a lot,2020-09-22T20:19:38Z,2020-09-22T20:31:54Z,0.254154838088786,1224961785,Not very much,10,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,Yes,October,2020-10-15,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-03T14:23:31Z,2020-12-03T14:40:23Z,0.4659,Joe Biden,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,1,0,1,0,2,4,0,4614,0,0,0,0,0,0,0,0,0,0,0,0,2097,1,3,0,0,0,0,0,0,-0.07554459459459459,7,3,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
I consent,A great deal,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always able,There is much more fake news today,10–30 minutes per day,2  Little,3  Some,2  Little,1  None,1  None,2  Little,The Senate majority leader,51,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1974,46,45-64,White,__NA__,No,NA,NA,NA,NA,White,High school graduate,HS or less,Indiana,Midwest,Some of the time,Television,Yes,Yes,Donald Trump,__NA__,Republican,__NA__,Strong Republican,Conservative,Several times a day,Quite a lot,Quite a lot,Quite a lot,Quite a lot,Very little,None at all,Some,2020-09-22T18:06:09Z,2020-09-23T12:33:46Z,2.42788996632428,1226245139,A great deal,76,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,10–30 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,None of the time. I am doing everything I normally do.,2020-12-02T23:04:27Z,2020-12-02T23:07:53Z,1.3898,Donald Trump,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,3,1,6892,1,1.4509576320371445e-4,1,1,1.4509576320371445e-4,0,0,0,1,0,1,0,39,1,2,3,0,1,0,0,0,-0.02621538461538462,8,2,3,0.02564102564102564,0,0.02564102564102564,0,0,0,1,0,0,1,0,0,0,0,0,0
I consent,Not very much,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat less fake news today,2–3 hours per day,5  Full,4  Good,3  Some,4  Good,4  Good,4  Good,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Another candidate,Male,__NA__,1979,41,30-44,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Mississippi,South,Some of the time,A news website not associated with a newspaper,Yes,Yes,Gary Johnson,__NA__,Independent,__NA__,Independent,Very liberal,Several times a day,None at all,Some,None at all,Very little,Some,Quite a lot,Quite a lot,2020-09-22T18:28:13Z,2020-09-23T01:58:27Z,2.25366821541117,1225162151,Not very much,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-05T01:31:06Z,2020-12-05T02:33:19Z,0.7584,Joe Biden,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,3,3,0,45684,0,0,0,0,0,0,0,0,0,0,0,0,513,1,3,24,50,1,1,3,1,-0.20544461077844312,4,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
I consent,A fair amount,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,31–60 minutes per day,4  Good,5  Full,4  Good,5  Full,4  Good,4  Good,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1957,63,45-64,Hispanic,__NA__,Yes,NA,selected,NA,NA,Hispanic,4-year,College grad,California,West,Some of the time,A news website not associated with a newspaper,Yes,Yes,Donald Trump,__NA__,Democrat,__NA__,Strong Democrat,Very liberal,Several times a day,Some,Quite a lot,None at all,None at all,Some,Some,Some,2020-09-22T20:26:16Z,2020-09-22T20:32:53Z,1.10632591475455,1226316491,A fair amount,26,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,1–2 hours per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,All of the time. I am staying at home nearly all the time.,2020-12-02T16:49:01Z,2020-12-02T16:53:55Z,0.1925,Joe Biden,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,1,0,1,1,4,3,2,15310,1,1.3063357282821686e-4,1,1,6.531678641410843e-5,1,1,6.531678641410843e-5,1,0,1,0,411,1,3,0,16,0,1,0,0,-0.04719180327868853,7,3,3,0.0024330900243309,0,0.0048661800486618,1,0,0,1,0,1,0,0,0,1,0,1,0
I consent,A great deal,52,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Rarely able,There is somewhat less fake news today,31–60 minutes per day,4  Good,5  Full,3  Some,5  Full,3  Some,3  Some,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1980,40,30-44,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,New York,Northeast,Most of the time,A newspaper's website,Yes,Yes,Donald Trump,__NA__,Independent,__NA__,Lean Republican,Moderate,Several times a day,Quite a lot,Quite a lot,Some,Quite a lot,NA,Quite a lot,Some,2020-09-22T19:29:48Z,2020-09-22T20:35:11Z,0.937128075382479,1225869907,A fair amount,61,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat less fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-02T21:38:38Z,2020-12-02T22:18:15Z,1.52,Joe Biden,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,1,0,1,0,4,4,0,1946,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-0.2145,4,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
I consent,Not very much,40,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never able,There is about the same amount of fake news today,10–30 minutes per day,1  None,2  Little,3  Some,1  None,3  Some,3  Some,The Senate parliamentarian,60,The 22nd Amendment of the Constitution,Supervises the presidential debates,I am undecided as to who I will be voting for,Female,__NA__,1967,53,45-64,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Michigan,Midwest,Most of the time,Television,Yes,No,Did not vote for President,__NA__,Democrat,__NA__,Not very strong Democrat,Liberal,About once a day,Quite a lot,Some,Some,Some,Quite a lot,Very little,Some,2020-09-22T20:35:09Z,2020-09-22T20:43:00Z,0.102586250700567,1225450341,Not very much,35,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Rarely able,There is about the same amount of fake news today,10–30 minutes per day,Did not vote for President,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,none of the above,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-05T18:59:30Z,2020-12-05T19:09:13Z,0.8535,Did not vote for President,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,1,0,2,4,0,6666,0,0,0,0,0,0,0,0,0,0,0,0,448,1,3,0,1,0,1,0,0,0.03795390946502058,9,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
I consent,A fair amount,27,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is about the same amount of fake news today,Less than 10 minutes per day,4  Good,4  Good,4  Good,4  Good,4  Good,4  Good,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1977,43,30-44,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,California,West,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Liberal,Several times a day,Some,NA,None at all,None at all,Quite a lot,Some,Some,2020-09-22T20:41:34Z,2020-09-22T20:47:15Z,0.390463901247174,1226204719,A fair amount,15,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Always able,There is much more fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T00:24:49Z,2020-12-04T01:02:39Z,1.2162,Joe Biden,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,1,0,3,4,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,1,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,0
I consent,A fair amount,63,NA,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,Always able,There is much more fake news today,Less than 10 minutes per day,5  Full,5  Full,5  Full,5  Full,5  Full,5  Full,The vice president,51,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Donald Trump,Male,__NA__,1956,64,45-64,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Utah,West,Most of the time,A news website not associated with a newspaper,Yes,Yes,Did not vote for President,__NA__,Republican,__NA__,Strong Republican,Very conservative,Several times a day,Quite a lot,Some,A great deal,Very little,Very little,Some,Some,2020-09-22T20:41:48Z,2020-09-22T20:58:12Z,0.127863451675274,1225402967,Nearly all news I see is fake,90,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,Donald Trump,__NA__,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,__NA__,Donald Trump,Yes,November,2020-11-13,None of the time. I am doing everything I normally do.,2020-12-01T22:01:34Z,2020-12-01T22:09:57Z,0.4862,Donald Trump,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,0,2,4,68,2656,1,0.02560240963855421,18,1,0.00677710843373494,59,1,0.02221385542168674,66,0,1,0,270,1,3,119,0,1,0,0,0,0.6042333333333333,10,3,2,0.24444444444444444,0,0.2518518518518518,0,0,0,1,0,0,1,0,0,1,1,67,11
I consent,I have not encountered any fake news,11,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,Less than 10 minutes per day,5  Full,5  Full,5  Full,4  Good,5  Full,5  Full,The Senate majority leader,51,Article II of the U.S. Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1969,51,45-64,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,Pennsylvania,Northeast,Some of the time,A news app on a mobile or tablet device,Yes,No,Did not vote for President,__NA__,Democrat,__NA__,Not very strong Democrat,Very liberal,Several times a day,Very little,Some,Very little,Some,Some,Very little,Some,2020-09-22T20:53:01Z,2020-09-22T20:58:58Z,0.172068220648639,1226386067,Not very much,11,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Nothing,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T22:45:55Z,2020-12-04T22:52:23Z,0.0398,Joe Biden,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,1,0,1,0,1,3,0,2829,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,-0.8097,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
I consent,Not very much,19,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,31–60 minutes per day,3  Some,3  Some,2  Little,1  None,1  None,3  Some,The Senate parliamentarian,67,Article II of the U.S. Constitution,Supervises the presidential debates,Joe Biden,Female,__NA__,1956,64,45-64,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,Iowa,Midwest,Hardly at all,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Very liberal,About once a day,A great deal,Quite a lot,None at all,Very little,Quite a lot,Very little,Quite a lot,2020-09-22T20:34:21Z,2020-09-22T20:59:50Z,1.48675623198674,1224911033,Not very much,17,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,31–60 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,Attended Bernie Sanders Campaign event.,Joe Biden,Yes,September,2020-09-16,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-01T19:24:05Z,2020-12-01T19:49:56Z,0.4012,Joe Biden,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,1,0,0,1,0,20901,0,0,0,0,0,0,0,0,0,0,0,0,1185,1,3,7,132,1,1,0,0,-0.2931701369863014,2,3,3,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
